col1,col2
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
[ 0.22016978 -0.15051655  0.42      ],[61 61 61 ...  0  0  0]
